city_codes,beds,baths,size,price
109,5,3,1463,539000
170,2,1,843,545000
80,3,1,1445,505000
320,4,2,1395,499900
320,2,1,1044,549900
341,4,2,1505,549900
320,2,1,1012,519900
320,3,2,1280,499000
109,3,2,1464,499900
80,3,2.1,1613,529000
356,3,2,1310,549900
80,4,3.1,2253,519000
197,3,2,1307,495000
320,4,2,1488,549000
190,3,2,1346,515000
356,4,2,1676,549999
256,3,2.1,1233,550000
320,4,2,1515,510000
115,3,2,1512,539000
115,2,2,1686,515000
320,3,1,1040,549000
320,1,1,819,499500
115,3,4,1880,539000
320,3,2,2016,499900
320,5,2,2316,550000
341,3,2,1274,539999
256,5,2,1840,529000
320,3,2,1256,549876
320,3,2,1044,525876
80,3,2,1338,549900
80,3,2,1659,549900
115,3,2,1386,529000
394,2,2,1344,499999
115,3,2,1360,500000
320,3,3,1942,555000
356,4,2,1281,499900
320,1,1,873,519000
341,3,2,1490,519000
80,3,2,1364,525000
190,3,2,1394,512500
320,3,2,1134,525000
115,3,2,1247,499900
109,3,2,1560,540000
109,3,2,1432,529999
320,3,2,1025,519000
190,4,2,1792,549000
320,3,2,1273,525000
384,3,1,840,495000
341,3,1,1162,550000
296,3,2,1438,550000
320,2,2,1213,539999
159,3,2,1914,515000
320,3,2,1089,500000
384,3,2,1680,529000
256,4,2.1,1824,555000
340,4,2.1,2251,529500
320,4,2,1678,549900
320,3,2,1008,535000
394,3,2.1,1400,524900
356,4,2,1353,525000
151,3,2.1,1664,550000
320,4,2,1453,539950
394,3,2,1607,550000
109,4,3,1600,525000
234,4,2,1704,549000
80,3,2.1,1559,545000
109,3,1.1,1417,524900
320,3,2,1168,520000
320,3,2,1410,530000
320,3,2.1,1628,499000
115,3,3,1428,529000
320,4,2.1,1198,549000
115,4,2,1984,535000
327,2,2,1076,495000
190,4,2,2084,534900
394,3,2,1674,529540
320,4,2,1450,525000
80,3,2,1407,539000
296,4,2.1,2526,519000
394,3,2,1241,525000
109,3,2,1225,499000
394,3,1.1,1133,525000
256,3,3,1521,502900
115,3,2,1421,545000
256,4,2,1336,524900
394,3,2,1492,515000
190,5,2,1040,499900
256,3,2,1138,499000
109,4,2,1489,549999
320,3,2,1120,514995
320,3,2,1185,549000
320,2,2,1226,499000
296,3,2,1823,549900
320,3,2,1062,514000
115,3,2.1,1582,529900
190,5,3,2240,549900
341,4,3,1512,514900
356,3,2,1774,550000
320,5,3,1546,555000
109,3,2,1503,500000
256,2,2,1300,549000
296,3,2,1465,499900
115,5,2,1536,533000
256,4,2,1768,544444
190,4,2.1,1701,550000
341,4,2,1186,525000
320,2,1,850,515000
115,4,2,1844,525000
161,2,2.1,1467,529000
115,4,2.1,1766,554000
109,3,2,1704,499000
256,4,2,1344,545000
256,3,2,1219,525000
80,4,2,1960,539000
115,4,2,1908,515000
116,3,1.1,1322,525000
296,3,2.1,2213,538800
80,4,2,1878,549900
320,4,2.1,1903,499000
320,3,1,952,514999
8,4,2.1,2562,550000
394,3,2.1,1811,549000
320,2,1,560,499000
197,4,2.1,1686,553000
151,3,2,1008,549000
283,4,3,3143,550000
283,4,2,1950,519000
256,4,3,1935,535000
320,4,2,1769,499900
115,4,2.1,1724,520000
341,3,2,1014,514000
320,2,1,675,525000
100,3,2,1860,495000
320,1,1.1,956,499000
115,2,2,1560,499000
327,3,2,1293,525000
320,3,1.1,1500,550000
109,3,2.1,1618,543900
8,4,2,1647,499000
171,3,1,1326,525000
276,3,2,1653,495000
256,4,2,1236,538000
80,3,2,1176,525000
109,3,2.1,1457,519000
109,2,2.1,1526,495000
384,4,2.1,2298,515000
394,3,2,1618,500000
109,3,2.1,1599,555000
109,3,2,1273,555000
115,3,2,1344,515000
67,3,2,1536,495000
384,3,2,1346,535000
256,2,2,1294,547900
190,3,2,1053,495000
161,2,2,1218,499000
115,3,2,1316,519900
80,3,2,1050,495000
197,3,2,1701,540000
109,4,2,1915,550000
320,3,1,1192,525000
115,3,2,1307,509000
171,3,1,1164,505000
256,2,2,1444,545000
320,4,2,1462,550000
296,4,2,2205,549000
256,2,2,1106,515000
296,4,2.1,2070,539000
296,3,2,2088,549000
151,3,2,1008,545000
296,4,3,2855,525000
356,3,2,1415,519999
320,2,2,1402,525000
320,6,4.1,1893,549000
161,2,2,1527,525000
80,3,2,1078,505000
159,3,2,1614,534900
100,2,1,1666,525000
256,3,2,1493,525000
296,3,2,1473,534900
109,3,2,1762,529000
296,3,2,2000,497650
115,4,3,1963,550000
80,3,2,1040,549900
394,3,2,1223,535000
116,4,2,1433,499000
296,3,2,2197,535000
296,3,2,2101,520000
356,3,2,1306,500000
8,3,2.1,1598,499000
161,2,2.1,1600,499000
327,3,2,1650,510000
80,3,2,1568,530000
80,3,2,920,530000
394,3,2.1,1694,550000
320,3,2,1248,550000
320,5,3,2021,539999
190,3,2,1188,499000
256,5,2,1972,539900
80,3,1.1,1288,525000
115,3,2.1,1686,575000
356,3,2,1548,595000
115,3,2.1,1500,559000
170,2,1,843,545000
320,2,1,1044,549900
67,2,2,1824,579000
341,4,2,1505,549900
327,4,2,1502,579000
356,4,2,1564,567000
356,3,2,1310,549900
80,3,2.1,1980,605000
320,4,2,1488,549000
320,5,2.1,1940,579000
8,5,3,2017,575000
356,4,2,1676,549999
256,3,2.1,1233,550000
394,3,3,1766,599900
384,3,2.1,1970,599000
320,4,2.1,1973,599000
320,3,2,816,599000
116,4,3,2246,565000
116,4,3,2761,599900
320,3,1,1040,549000
151,3,2,1493,599900
320,2,2,993,579900
320,5,2,2316,550000
296,3,2,1683,579850
296,3,2.1,2192,595000
320,2,1,622,575200
190,3,2,1536,579000
394,4,2.1,1757,567000
320,3,2,1256,549876
80,3,2,1338,549900
80,3,2,1659,549900
320,2,2,1710,599900
320,3,3,1942,555000
341,5,3,1967,598000
80,3,2,1352,580000
43,3,2,1384,580000
109,3,2,1310,579000
256,4,3,1791,569000
197,3,2,1259,559999
341,4,2,1799,599000
190,3,2,2007,599000
320,3,2,1215,559000
256,3,3.1,1702,557900
256,3,2,1364,570000
116,3,2,1700,565000
320,1,1,726,559000
256,4,3,2376,599000
80,4,2,1540,575000
190,4,2,1792,549000
115,3,2.1,1842,599000
341,3,1,1162,550000
296,3,2,1438,550000
116,3,2.1,2324,582000
341,3,2,1137,564900
109,3,2,1365,599900
320,6,3,2333,599950
256,4,2.1,1824,555000
296,3,3,2716,569000
320,3,1,864,575000
256,3,2.1,2172,585000
320,4,2,1288,575000
80,4,2.1,2466,599900
320,4,2,1678,549900
294,3,1,1008,590000
151,3,2.1,1664,550000
356,3,2,1724,599000
394,3,2,1607,550000
171,3,2,1032,580000
234,4,2,1704,549000
80,3,2.1,1559,545000
320,3,1,1368,564999
394,4,2,1719,575900
320,3,2,1309,599900
80,4,3.1,2438,603990
116,3,2,1700,595000
67,3,2.1,1957,600000
256,2,2,1162,585000
320,2,1,768,560000
356,3,3,1650,599000
320,4,2.1,1198,549000
296,4,4,2696,579000
109,4,2.1,1810,587900
109,4,2.1,1724,584900
171,4,2,1524,579000
320,1,1,826,569000
327,4,3,2436,574900
109,4,2.1,2038,575000
116,3,2.1,2020,569000
8,4,2,1891,560000
8,3,2,1845,569900
115,3,2,1421,545000
171,3,2.1,1890,599900
159,3,2,1440,564000
109,4,2,1489,549999
341,3,2,1595,599000
320,2,2.1,1480,585000
276,3,2.1,2427,599900
320,3,2,1185,549000
116,2,1.2,1563,569000
256,3,2.1,1772,575000
109,4,2.1,2098,599000
356,3,2.1,1664,577999
320,4,2.1,2162,599900
256,4,2.1,1921,589000
116,4,3,2973,605000
341,4,2,1505,575000
320,2,1,968,560000
296,3,2,1823,549900
159,4,2.1,2727,599000
80,5,3,1990,569999
256,2,2,1300,569000
116,4,2,2732,579000
320,3,2,1568,580000
256,4,2,1311,599000
256,4,2.1,2204,599000
320,3,2,1552,579900
394,2,1.1,993,599000
80,3,3,1785,578000
320,4,2,1693,599000
296,3,2.1,2033,575000
320,4,3,1968,589000
190,5,3,2240,549900
356,3,2,1774,550000
320,5,3,1546,555000
256,2,2,1300,549000
394,4,2,2086,579000
256,3,2,1560,559000
115,3,2.1,1686,600000
8,3,2,1800,599950
356,3,2,1763,599000
320,2,2.1,1335,564990
190,4,2.1,1701,550000
394,3,3,1685,559900
320,4,3,1654,589000
109,4,3,1439,589000
115,4,2.1,1766,554000
256,4,2,1344,545000
80,4,3,1644,579000
80,4,3,2021,597900
80,4,3,1988,588900
80,4,2,1878,549900
171,3,2,1659,599000
8,4,2.1,2562,550000
320,3,2,1439,599900
80,3,2.1,1659,589000
394,3,2.1,1811,549000
320,3,2,1320,588000
384,3,2,1740,569000
197,4,2.1,1686,553000
151,3,2,1008,549000
283,4,3,3143,550000
256,4,2,1428,599900
116,3,2,1736,569000
394,3,2,1931,582000
256,4,3.1,2218,599900
320,3,1.1,1500,550000
109,3,2.1,1491,584000
115,3,2,1607,560000
256,3,2,1564,600000
256,2,2,1106,589000
115,3,2,1815,599900
296,3,2,2275,599000
197,4,2,1980,569500
394,2,2,1334,563500
109,3,2.1,1599,555000
320,4,2.1,1540,575000
356,4,3,2776,590000
109,3,2,1273,555000
320,5,3,2135,599999
394,3,2,1410,556000
320,4,2,1776,599000
80,3,2,1260,559000
115,3,2.1,1644,585000
341,4,2,1790,599000
256,2,2,1294,547900
115,4,2,1525,579999
151,3,2,1039,560000
80,3,2,1806,559900
394,4,2,1890,559000
115,3,2,1840,589000
80,4,3,1950,565900
356,3,2.1,1779,565000
109,4,2,1915,550000
294,3,2,1358,599000
115,5,3,2413,569999
320,2,2,705,595000
109,3,2.1,1596,589000
256,2,2,1444,545000
320,4,2,1462,550000
276,3,2,2362,569900
296,4,2,2205,549000
171,3,2,1324,579900
356,4,2,2448,570000
356,3,2,1544,574900
296,3,2,2088,549000
256,4,2.1,1921,579999
151,3,2,1008,545000
356,3,2,1548,595000
320,3,2,1475,650000
197,5,3,2704,649000
109,3,3,2529,649900
320,3,2.1,1741,619900
80,3,2.1,1980,605000
109,6,3,2044,619900
256,3,2.1,1771,637990
171,3,2,1303,650000
320,3,2,1150,649995
109,3,3,1726,630000
171,4,2,1840,649900
115,4,2,1872,629900
356,3,2,1760,649000
394,3,3,1766,599900
384,3,2.1,1970,599000
320,4,2.1,1973,599000
115,4,2.1,2858,649900
116,4,3,2764,635000
320,3,2.1,1349,635000
320,3,2,816,599000
44,3,2,1815,624000
116,4,3,2761,599900
151,3,2,1493,599900
190,3,2,1496,629000
256,5,2.1,2570,625000
341,3,2,1644,634900
80,4,3,2411,619200
80,4,3.1,2568,648000
80,4,3,1968,629000
296,3,2.1,2192,595000
320,3,2.1,1734,609900
320,4,2.1,2409,615000
116,3,2.1,2128,649000
320,2,2,1710,599900
256,3,3,1850,649900
80,5,3.1,2166,619999
341,5,3,1967,598000
320,2,2,991,625000
320,3,2,1445,629000
80,4,2.1,1937,650000
341,4,2,1799,599000
190,3,2,2007,599000
171,4,1.1,1545,650000
151,4,2.1,1900,635000
276,3,3,2252,639000
320,3,2,1182,649900
296,4,3,2370,649900
320,2,2,1433,632500
256,4,3,2376,599000
320,3,2,1316,620000
320,5,3,2425,647900
115,3,2.1,1842,599000
320,3,2.1,1440,649000
109,3,2,1365,599900
115,3,2.1,2184,630000
341,4,3,2147,643900
320,6,3,2333,599950
320,2,1,960,619000
327,2,2,1587,625000
80,4,2,1997,629000
356,4,3.1,2318,649000
320,3,2,1200,629000
116,4,3,2335,639500
80,4,2.1,2466,599900
67,3,2.1,1452,615000
294,4,2,1560,650000
296,4,3,2375,629999
115,4,3,2358,629000
356,3,2,1724,599000
320,3,2.1,1444,649000
327,4,3,1720,649900
394,3,2,1632,615000
320,3,2,1118,649000
115,4,3,2015,610000
327,3,2,1906,649000
294,3,2,1313,646000
320,3,1,1200,634999
80,6,3,2289,615000
320,3,2,1309,599900
80,4,3.1,2438,603990
116,3,2,1700,595000
67,3,2.1,1957,600000
320,2,2,1280,629900
384,3,2,1650,619000
109,4,3,2280,635000
190,5,3,2156,639900
356,3,3,1650,599000
296,4,2.1,1939,639900
80,4,3,2385,619900
320,4,3.1,1879,639900
115,3,3,1763,619900
320,4,2.1,1796,624000
256,4,3,2350,649000
115,3,3.1,2359,614900
115,3,2,1964,627000
171,3,2.1,1890,599900
47,4,1.1,1979,649000
340,6,3.1,2866,619000
80,4,3,2498,631000
327,4,3,2200,639000
394,3,2,1637,615000
341,3,2,1595,599000
276,3,2.1,2427,599900
116,3,2.1,2284,609000
115,3,2.1,2250,639000
320,3,1,836,619000
109,4,2.1,2098,599000
320,4,2,1796,635000
384,3,2,1694,630000
320,4,2.1,2162,599900
320,3,2,1500,610000
116,4,3,2973,605000
256,3,2,1678,629000
320,3,2,1476,650000
320,5,3,2333,630000
320,4,2,1356,645000
159,4,2.1,2727,599000
294,2,2,1084,639000
115,4,2,1793,640000
256,4,2,1311,599000
256,4,2.1,2204,599000
116,5,3,2011,629000
394,2,1.1,993,599000
256,2,2,1800,639000
394,3,2.1,1897,639000
109,3,2,1820,639000
320,4,2,1693,599000
320,4,2,1376,639900
320,2,1,997,620000
320,3,2,1700,630000
115,3,2.1,1686,600000
320,2,2,1077,620000
8,3,2,1800,599950
80,4,2.1,1873,620000
356,3,2,1763,599000
80,4,3,1988,609000
296,4,2.1,2288,617900
296,4,3,2331,635000
320,2,2,1077,649000
320,4,2.1,2162,619000
256,4,2.1,1839,642000
109,3,2,1632,635000
80,4,3,2021,597900
256,4,2.1,2099,629000
116,4,2,2360,620000
294,4,2,1961,639999
320,2,2,1002,620000
171,3,2,1659,599000
256,3,2.1,1860,620000
320,3,2,1439,599900
197,5,3,2704,649000
320,4,2.2,2116,620000
384,4,2,1813,625000
256,4,2,1428,599900
320,4,2.1,2016,639000
384,3,2.1,2528,649000
320,4,3,2339,615000
67,3,2.1,1471,640000
115,4,3,2018,629900
384,4,2.1,2592,645000
320,4,2.1,2011,619000
327,5,3,2497,619000
256,4,3,2350,650000
256,4,3.1,2218,599900
115,4,2.1,2516,639000
109,4,2.1,2082,649900
115,4,3,2635,649000
190,4,2.1,1983,620000
394,4,2.1,1833,619000
256,3,2,1564,600000
256,4,3,2376,649000
116,4,2.1,2216,649000
115,4,2.1,1776,630000
43,3,2,1182,619999
115,3,2,1815,599900
80,5,3,2335,649900
296,3,2,2275,599000
80,4,2,1805,649000
320,5,3,2135,599999
320,5,2,1528,649000
268,4,3,1722,649000
320,3,2,1302,655000
320,4,2,1776,599000
115,3,2.1,1935,639900
341,4,2,1790,599000
320,4,2.1,2005,629000
320,4,2.1,2005,629000
394,3,2,2457,609000
80,4,2.1,1697,622900
320,4,2,1571,649500
384,4,3,2095,639000
115,4,3,2018,615000
320,1,1,659,640000
294,3,2,1248,649000
116,3,3,2425,639000
80,4,2,1624,650000
294,3,2,1358,599000
320,4,2,1364,649000
116,3,2.1,1918,625000
320,3,2,1475,650000
197,5,3,2704,649000
109,3,3,2529,649900
67,3,2.1,1788,700000
109,3,3.1,2236,699999
356,5,3,2700,699900
109,3,2.1,2220,679000
256,5,2.1,2021,678990
171,3,2,1303,650000
256,3,2.1,1901,668990
320,3,2,1150,649995
171,4,2,1840,649900
294,4,2,1714,699000
356,3,2,1760,649000
296,5,3,2478,684842
320,3,2,1249,685000
115,4,2.1,2858,649900
115,4,3,2604,669000
320,3,2,1550,690000
256,3,2.1,2456,689000
320,3,2.1,1496,669900
115,4,2,2200,675000
256,5,3,2411,676000
171,3,2,2317,700000
80,4,3.1,2568,648000
320,3,2,1656,700000
115,5,4,3745,679000
116,3,2.1,2128,649000
320,6,3,2665,679000
80,4,2.1,2240,665000
256,3,3,1850,649900
320,4,2,2501,699999
80,4,2.1,2454,680000
256,3,2.1,3014,699000
320,4,3,1518,680000
320,5,3,2255,695900
320,3,2,1332,669000
67,5,3,2543,700000
115,3,3,2278,685000
80,4,2.1,1937,650000
171,4,1.1,1545,650000
320,4,3,2140,675000
394,4,3,2405,679000
320,3,2,1182,649900
296,4,3,2370,649900
320,5,3,2425,647900
115,4,3,2136,670000
320,3,2.1,1440,649000
190,5,3,2590,659000
394,5,3.1,2966,685000
190,3,2,1865,694000
116,3,2.1,2917,699900
320,3,2,894,690000
256,3,2,1613,689000
356,4,3.1,2318,649000
298,3,2.1,1715,699900
320,3,2,1261,675000
320,3,2,1200,685000
320,3,2,1680,659000
294,4,2,1560,650000
115,3,2.1,2042,675000
320,3,2,1656,695000
394,4,3,2475,700000
256,3,2,1890,659500
320,3,2.1,1444,649000
327,4,3,1720,649900
320,3,2,1118,649000
320,3,2,2168,679000
327,3,2,1906,649000
384,4,3,1724,699999
320,3,2,1309,659000
294,3,2,1313,646000
115,3,1.1,2117,675000
116,3,1.1,1419,700000
80,5,3,2700,699995
394,3,3,2020,679000
256,4,3,2254,659000
256,5,3,2383,679000
256,3,2,1754,659999
320,3,2,1647,669900
320,4,2,1356,678900
384,3,2.1,3024,699000
115,3,3.1,2444,679950
320,3,2,1909,675000
394,3,2,1945,685000
256,4,3,2350,649000
190,4,3,1900,699000
298,3,2,1779,659000
43,4,3,1722,699000
115,3,2,2503,695000
394,4,3,1947,690000
296,4,2.1,2597,675000
47,4,1.1,1979,649000
320,3,2,1618,665000
80,4,3.1,2891,675000
80,4,3.1,2788,667000
394,6,4,3348,700000
109,4,3,2239,679000
109,3,2,1609,699000
171,3,2,1362,675000
320,3,2,1476,650000
320,4,2,1356,645000
296,3,3,2620,675000
320,4,3,1841,679000
115,4,3,2185,669000
115,4,3.1,3835,689000
116,3,3,2260,699000
116,4,3,2761,659900
115,3,2,2166,679000
115,4,2.1,2507,669000
320,3,2.1,1306,689000
115,6,4,1284,671000
394,4,2.1,2012,659000
320,2,2,1077,649000
320,5,3,2289,699000
115,3,2.1,2169,674000
296,5,3,2184,676000
116,3,2,2100,679000
80,4,3.1,2905,689000
116,5,3,2544,659000
116,3,2.1,2884,699900
197,5,3,2704,649000
171,4,2,1540,670000
320,2,1,960,699000
44,3,3,2165,699000
320,3,2,1489,659900
384,4,4,3194,699999
116,4,3,2720,699000
116,3,2.1,2260,689000
384,3,2.1,2528,649000
320,2,2,1013,659000
115,4,2.1,2308,699000
327,4,2.1,1668,674900
115,3,2,1634,699000
256,4,2.1,2417,689000
116,4,3.1,3782,699000
384,4,2.1,2592,645000
256,4,3,2350,650000
115,3,3.1,3287,699000
109,4,2.1,2082,649900
115,4,3,2635,649000
8,3,2,2678,665000
80,3,2.1,2322,679000
296,4,3.1,2556,699990
320,2,1,991,669900
116,3,3.1,2818,679000
256,4,3,2376,649000
256,5,3,2486,674000
115,4,2.2,2594,659000
116,4,2.1,2216,649000
327,4,3,2580,688000
80,5,3,2335,649900
171,3,2,1629,665000
80,4,2.1,2740,700000
116,4,2.1,2196,678747
80,4,2,1805,649000
8,4,3,2706,670000
8,3,2,1806,699000
394,5,3,2537,674900
197,8,2,1435,669000
320,5,2,1528,649000
320,3,2.1,1630,687249
268,4,3,1722,649000
320,3,2,1302,655000
171,3,2.1,2414,680000
115,5,3,2410,695000
171,7,3,2788,695000
320,4,2,1571,649500
341,5,3,2380,704900
115,5,3,2184,659000
384,3,2.1,2775,679000
294,3,2,1248,649000
115,3,2,1800,685000
116,4,3,2375,689000
80,4,2.1,1937,678900
80,4,3,2342,670000
320,4,3,1617,675000
80,4,2,1624,650000
320,3,2,1905,679000
46,6,6,4314,695000
320,4,2,1364,649000
100,3,2,2222,695000
320,2,2.1,1390,665000
356,4,3,2928,669900
394,5,3,2900,699900
320,4,3,1668,679000
161,7,5.1,5296,699000
327,5,3,3035,699000
320,3,2.1,1778,649000
296,4,4,2898,698800
320,3,2,1068,699000
320,3,1,1084,705000
320,2,1,624,699000
151,3,2,1317,679000
254,2,2,896,650000
80,5,2.1,1824,674900
256,4,2.1,2431,648000
320,4,2,1700,656000
116,4,3.1,2698,675000
320,3,2,1630,663000
115,4,2.1,2447,739900
67,3,2.1,1788,700000
109,3,3.1,2236,699999
320,2,1,760,720000
356,5,3,2700,699900
100,4,3.1,2724,745000
115,4,3,3322,734000
171,4,2,1727,735000
8,4,3,3787,739900
341,4,2.1,2510,730000
294,4,2,1714,699000
320,4,1.1,1638,744000
171,4,3,1900,750000
109,4,2.1,2145,749000
171,3,2,2317,700000
320,3,2,1656,700000
327,4,2.1,2231,707000
320,6,3,3000,710000
80,5,3,2944,749000
320,4,2,2501,699999
320,4,3,2150,749000
256,3,2.1,3014,699000
320,5,3,2255,695900
113,3,3,1603,747000
320,2,1,949,740000
43,5,2,2127,715000
327,3,2.1,1849,749700
67,5,3,2543,700000
320,3,2.1,1700,730000
320,3,2,1770,749000
320,3,2,1566,740000
109,4,3,2862,750000
320,4,2,2018,729900
116,3,2.1,2917,699900
298,3,2.1,1715,699900
320,3,2,1656,695000
394,4,3,2475,700000
171,4,2.1,2348,719888
384,4,3,1724,699999
116,3,1.1,1419,700000
80,5,3,2700,699995
320,4,2,1534,715000
294,4,2,2076,749000
116,2,2,2849,725000
320,3,2,1109,725000
384,3,2.1,3024,699000
320,4,2,1640,719000
109,4,2.1,2695,724900
320,2,2,980,730000
190,4,3,1900,699000
320,3,1.1,1685,729999
43,4,3,1722,699000
115,3,2,2503,695000
256,4,3,2415,749900
256,4,3,2760,749500
161,4,3.1,2628,725000
320,6,3,2905,709999
115,4,3,2480,725000
394,6,4,3348,700000
109,3,2,1609,699000
256,5,3,2940,749999
8,4,3.1,3159,750000
80,6,3,2880,729900
256,3,2,1800,739000
80,4,2.1,2013,729900
116,3,3,2999,719000
67,4,3,1675,749000
100,4,3,2823,749900
109,5,3,2284,749000
320,3,2,1525,740000
116,3,3,2689,725000
116,3,3,2260,699000
80,5,4,3046,749000
115,3,2.1,2616,739000
296,4,3,2770,749000
384,4,3,3456,729000
43,5,3.1,2537,710000
394,3,2,2000,749000
320,5,3,2289,699000
256,4,4.1,3203,750000
116,3,2.1,2884,699900
320,2,1,960,699000
44,3,3,2165,699000
67,2,3,1694,739850
384,4,3,2742,735000
320,3,1.1,1105,746000
384,4,4,3194,699999
80,4,2.1,2388,725000
116,4,3,2720,699000
320,2,1,780,739999
115,4,2.1,2308,699000
320,3,2.1,1768,750000
115,3,2,1634,699000
116,4,3.1,3782,699000
43,4,2,1977,749000
320,4,2.1,1756,725000
116,3,3,2508,718000
115,3,3.1,3287,699000
296,4,3,2586,733900
115,4,2.1,2324,727888
256,4,2.1,2814,735000
296,4,3.1,2556,699990
256,4,2.1,2565,730000
116,4,2.1,3080,730000
327,4,3,2072,725000
115,5,3,3474,749000
159,3,3.1,2511,739000
384,4,3,3315,725000
80,4,2.1,2740,700000
115,5,4.1,3640,747900
115,4,4.1,3027,706900
8,3,2,1806,699000
109,5,2,3064,749000
320,3,2.1,1554,714900
320,3,2,1714,729900
115,5,3,2410,695000
296,4,4,2942,738000
171,7,3,2788,695000
320,4,3,2223,739900
256,5,3.1,3448,746000
80,6,3,3251,729999
341,5,3,2380,704900
320,3,2,1586,730000
46,6,6,4314,695000
100,3,2,2222,695000
320,1,1,520,749000
296,4,3,2119,714900
115,4,3,3541,714500
256,3,1,1013,730000
320,3,2,1650,739900
384,4,3,2835,730000
396,4,3,3821,725000
256,1,1,860,739000
394,5,3,2900,699900
115,4,2.1,2481,719000
161,7,5.1,5296,699000
327,5,3,3035,699000
296,4,4,2898,698800
320,3,2,1068,699000
320,3,1,1084,705000
320,2,1,624,699000
8,4,4,3039,729000
115,4,2.1,3048,749900
197,3,1,988,749000
294,4,3.1,2821,750000
109,4,2,2176,729000
320,2,2,1528,699000
384,3,3,3702,699000
256,4,2.1,2966,699000
296,4,3,3000,750000
320,1,1.1,1081,739000
109,3,2,1782,749500
296,4,3.1,2606,749900
115,3,2.1,3102,724900
80,4,3.1,2760,700000
320,2,2,1387,739000
115,4,2.1,2659,749000
296,4,3,2811,720000
320,5,1,1090,699000
320,2,2,1342,724000
171,3,2,1849,734900
320,3,2.1,1941,735000
67,4,2.1,2113,737500
67,4,3,2200,749900
116,4,3,2200,745000
115,3,2.1,2033,699900
294,4,2,1866,739000
116,4,2.1,3114,719900
320,3,2,1794,749900
294,4,2,1935,749000
61,2,2,900,699000
394,5,4,3226,729000
384,4,3.1,2804,749000
394,3,3,2290,699900
268,7,4,3900,695000
384,3,3,3295,734000
115,4,3,2469,735000
109,4,2.1,2692,729000
320,3,2,1411,720000
8,4,2.1,2700,745000
256,4,2.1,1864,715000
115,4,3.1,2980,699900
80,4,2.1,2498,725000
80,4,4.1,3144,699000
394,4,3,2718,711900
116,3,2.1,2919,699900
320,5,3,2730,749900
109,6,6,3585,699000
115,5,3.1,3480,749000
115,3,2.1,2223,753000
394,5,3,2900,751900
116,6,2.1,4128,750000
115,4,3,2202,749000
256,3,3,1815,739000
276,4,2.1,2547,695000
109,6,3,4004,725000
296,3,2.1,2722,718888
80,5,3.1,2896,736900
320,3,2,2227,730000
116,5,3.1,3500,749000
320,2,1,1070,779000
109,3,2,2315,789000
100,4,3.1,2724,745000
8,4,2.1,2696,799000
115,6,3.1,2909,799000
320,4,2.1,2359,789000
327,4,3,2971,799000
171,4,3,1900,750000
109,4,2.1,2145,749000
294,5,2.1,1540,799000
394,4,3,3059,769000
256,3,3,2050,769000
80,5,3,2944,749000
320,4,3,2150,749000
320,4,2.1,1569,779900
116,4,3,3178,787000
320,3,1,1084,776000
113,3,3,1603,747000
320,3,2,1770,765000
43,4,2.1,2430,789000
327,3,2.1,1849,749700
294,5,3,2287,779900
115,5,3,2366,759000
320,3,2,1770,749000
256,3,2,1222,799000
80,5,4,3096,780000
109,4,3,2862,750000
151,5,2,1740,765000
327,3,2,1756,799900
43,4,2.1,2333,799000
327,3,2,1961,760000
394,5,3.1,3368,785000
320,4,2,1413,799000
320,3,2.1,1809,799000
115,5,2.1,2968,775000
80,5,4,3058,785000
113,3,3.1,1326,759000
171,4,3,1791,759000
320,4,3,2125,795290
320,3,2.1,1938,799990
320,4,2.1,1826,798000
115,4,2.1,3380,792500
80,5,3,2736,759000
8,4,3.1,3242,770000
296,1,1.1,1672,795000
384,4,4.1,3124,797000
320,5,3.1,2413,779000
109,4,2.1,2767,799900
115,4,2.1,2306,798000
394,6,3.1,4125,799999
394,4,3,3630,799000
320,4,3,1799,769000
320,4,2,1239,779000
294,4,2,2076,749000
256,4,4,3321,779000
384,4,2.1,2529,759000
43,4,3,2457,779000
159,5,3,2716,757000
384,3,3,3780,775000
256,4,3,2415,749900
116,3,3,3566,799900
67,2,1,922,799900
256,4,3,2760,749500
256,5,3,2940,749999
8,4,3.1,3159,750000
67,3,2,1078,799000
394,4,3,3192,759900
320,3,2.1,1749,759000
394,3,3,2800,799900
67,4,3,1675,749000
100,4,3,2823,749900
109,5,3,2284,749000
151,4,3,1658,769990
327,5,4,3419,779900
115,6,3.1,3632,799000
80,5,4,3046,749000
341,4,3,2317,794900
296,4,3,2770,749000
115,4,2.1,2749,769000
320,2,1,1200,795000
394,3,2,2000,749000
171,3,2,2105,775000
46,4,3,3162,795000
109,4,2.1,2976,798000
256,4,4.1,3203,750000
115,5,4.1,3640,799000
115,4,2,2080,799900
320,2,2.1,1376,799000
109,3,2,2500,769900
43,5,3.1,2581,799900
109,4,3,3096,799900
320,3,1.1,1105,746000
171,3,2,1968,784000
109,4,3,2546,765900
109,5,3,3474,799000
320,3,2.1,1768,750000
43,4,2,1977,749000
320,2,1,836,798000
320,4,2.1,1628,759900
256,4,3,2800,769000
190,5,2.1,2837,759900
190,4,3.1,2700,759900
190,6,4,3059,774900
341,4,3.1,3150,799000
115,5,3,3474,749000
256,4,2.1,2187,799000
67,3,2.1,1957,789000
115,5,4.1,3640,747900
109,5,2,3064,749000
190,10,3,1890,769500
197,7,4,3066,769500
356,6,3.1,3354,769900
394,4,2.1,3094,775000
